Source,Author,Title,Description,URL,Published At,Content,Company
Richmond.com,ANNE D’INNOCENZIO Associated Press,Will US convenience stores find the secret to selling better food?,"Convenience stores are offering more and better — though not necessarily healthier — choices, seeking to be an alternative to fast-food restaurants.",https://richmond.com/news/nation-world/business/c-stores-gas-stations-food-snack-options/article_3ed219d7-07ca-55d3-bb7e-f56bcbc149ff.html,2024-10-27T15:30:00Z,"NEW YORK Americans who think of petrified hot dogs, frozen burritos and salty snacks when they imagine getting food at a gas station or truck stop may be pleasantly surprised during their next road t… [+14502 chars]",McDonald's Corp
Metropoles.com,Giovanna Estrela,"E. Coli: além de McDonald’s, outras redes tiram cebola do cardápio",Surto de E. coli resultou em uma morte e 10 internações nos EUA. Crise teve início após relatos de contaminação em sanduíche do McDonald's,https://www.metropoles.com/mundo/e-coli-alem-de-mcdonalds-outras-redes-tiram-cebola-do-cardapio,2024-10-25T22:55:00Z,"Um recente surto da bactéria Escherichia coli O157:H7, nos Estados Unidos, ligado a sanduíches da rede McDonalds, levou grandes redes de fast-food a tomarem medidas preventivas.
A crise teve início … [+1456 chars]",McDonald's Corp
Stockcharts.com,Jayanthi Gopalakrishnan,Election Season: Keep Calm and Optimize Your Portfolio,"Although earnings season is in full swing, trading volume has been relatively light this week. Perhaps investors are waiting for the stock market to show some direction. It could happen next week, one that's jampacked with earnings and market-moving economic …",https://stockcharts.com/articles/chartwatchers/2024/10/election-season-keep-calm-and-91.html,2024-10-25T21:51:16Z,<ul><li>Tech stocks gained some ground this week after better-than-expected earnings from Tesla.</li><li>US Treasury yields continue to rise.</li><li>Bullish momentum keeps gold prices rising higher.… [+5634 chars],McDonald's Corp
Forbes,"Mary Whitfill Roeloffs, Forbes Staff, 
 Mary Whitfill Roeloffs, Forbes Staff
 https://www.forbes.com/sites/maryroeloffs/",Costco’s Kirkland Brand Smoked Salmon Recalled: Here Are All The Recent Listeria Warnings,Here are all the listeria recalls that have been issued in the month of October.,https://www.forbes.com/sites/maryroeloffs/2024/10/25/more-listeria-recalls-additional-frozen-breakfast-foods-recalled-across-two-countries/,2024-10-25T19:48:12Z,"Acme Smoked Fish Corp. has issued a voluntary recall for packages of smoked salmon sold under Costcos Kirkland brand because of potential contamination with the listeria bacteria, the latest in a ser… [+6114 chars]",McDonald's Corp
N-tv.de,n-tv NACHRICHTEN,Wochenvorschau: Termine bis 3. November 2024,"Die wichtigsten Ereignisse der Wirtschaft, Börse und Konjunktur.",https://www.n-tv.de/wirtschaft/termine/Termine-bis-3-November-2024-article25315943.html,2024-10-25T14:39:10Z,"Die wichtigsten Ereignisse der Wirtschaft, Börse und Konjunktur.
M O N T A G, 28. Oktober 2024 
07:00 DE/Wacker Chemie AG, Ergebnis 3Q (16:00 Analystenkonferenz)
07:00 NL/Royal Philips Electronics… [+8113 chars]",McDonald's Corp
International Business Times,Vidhya Ck,McDonald's E. coli Outbreak: Fast-Food Chains Pull Onions After Taylor Farms Identified As Supplier,"Burger King, KFC, Pizza Hut and Taco Bell have removed fresh onions from their menu due to a deadly E. coli outbreak.",https://www.ibtimes.com/e-coli-outbreak-fast-food-chains-pull-onions-after-mcdonalds-identifies-taylor-farms-supplier-3748127,2024-10-25T11:15:00Z,"McDonald's, on Thursday, identified Taylor Farms as the supplier of onions used in the company's Quarter Pounder burgers, which have been removed from menus in several states after a deadly E. coli o… [+2805 chars]",McDonald's Corp
Forbes,"Savneet Singh, Forbes Councils Member, 
 Savneet Singh, Forbes Councils Member
 https://www.forbes.com/councils/forbestechcouncil/people/savneetsingh/",Fast-Food Luxury: How QSRs Can Put The 'Value' Back In Value Meals,"Through cutting-edge loyalty programs and restaurant technology, savvy QSRs are creating experiences that justify their new ""luxury"" status.",https://www.forbes.com/councils/forbestechcouncil/2024/10/25/fast-food-luxury-how-qsrs-can-put-the-value-back-in-value-meals/,2024-10-25T10:00:00Z,"Savneet Singh is the President &amp; CEO of PAR Technology Corp. (NYSE:PAR), one of the largest restaurant technology companies in the world.
getty
The dollar menu is dead. A 2024 LendingTree study… [+5177 chars]",McDonald's Corp
Epravda.com.ua,Економічна правда,Мережі фастфуду США позбавляються цибулі після серії отруєнь у McDonald's,"Мережі фастфуду США почали вилучати свіжу цибулю зі своїх страв після того, як цей овоч був названий імовірним джерелом спалаху кишкової палички у ресторанах McDonald's, внаслідок якого захворіли 49 людей, одна людина померла.",https://www.epravda.com.ua/news/2024/10/25/721010/,2024-10-25T06:55:00Z,"McDonald's , McDonald's, 49 , .
 Reuters.
Restaurant Brands International, McDonald's — Burger King, Yum Brands , . 5% Burger King , Burger King.
McDonald's , Taylor Farms, . , , US Foods, .
 5% … [+239 chars]",McDonald's Corp
Epravda.com.ua,Экономическая правда,Сети фастфуда США избавляются от лука после серии отравлений в McDonald's,"Сети фастфуда США начали изымать свежий лук из своих блюд после того, как этот овощ был назван вероятным источником вспышки кишечной палочки в ресторанах McDonald's, в результате которой заболели 49 человек, один человек умер.",https://www.epravda.com.ua/rus/news/2024/10/25/721010/,2024-10-25T06:55:00Z,", McDonald's, 49 , .
 Reuters.
Restaurant Brands International, McDonald's - Burger King, Yum Brands , . 5% Burger King , Burger King.
McDonald's , Taylor Farms, . , , US Foods, .
 5% Burger King… [+220 chars]",McDonald's Corp
Sky.com,,US fast-food giants pull ingredient after deadly McDonald's E.coli scare,Fast-food giants have pulled fresh onions from their menus in the US after a McDonald's E.coli outbreak that killed one person and left 49 others sick.,https://news.sky.com/story/us-fast-food-giants-including-mcdonalds-burger-king-and-kfc-pull-onions-from-menus-after-e-coli-outbreak-13240812,2024-10-25T06:29:00Z,"Fast food giants have pulled fresh onions from their menus in the US after a McDonald's E.coli outbreak that killed one person and left 49 others sick.
McDonald's, as well as its rivals including Bu… [+2751 chars]",McDonald's Corp
NDTV News,"Daniela Sirtori, Bloomberg","From KFC To Burger King, Chains Remove Onions On E. Coli Risk",Yum! Brands Inc. and Burger King removed onions from some of their locations as the restaurant industry investigates an E. Coli outbreak first traced to McDonald&#039;s Corp.,https://www.ndtv.com/world-news/mcdonalds-fallout-from-kfc-to-burger-king-chains-remove-onions-on-e-coli-risk-6869271,2024-10-25T05:45:31Z,"Yum! Brands Inc. and Burger King removed onions from some of their locations as the restaurant industry investigates an E. Coli outbreak first traced to McDonald's Corp.
Yum withdrew fresh onions fr… [+2473 chars]",McDonald's Corp
Terra.com.br,Reuters,Redes de fast-food retiram cebolas de cardápio após surto de E. coli no McDonald's,As cadeias de fast-food dos Estados Unidos estavam retirando as cebolas frescas de seus ...,"https://www.terra.com.br/economia/redes-de-fast-food-retiram-cebolas-de-cardapio-apos-surto-de-e-coli-no-mcdonalds,7dfcbcc1bbfc1b093e5aa803f077729fgvdmgkaf.html",2024-10-25T00:27:12Z,"As cadeias de fast-food dos Estados Unidos estavam retirando as cebolas frescas de seus cardápios nesta quinta-feira, após terem sido apontadas como provável fonte de um surto de E. coli nos restaura… [+1635 chars]",McDonald's Corp
Globo,,"Taco Bell, Pizza Hut e KFC retiram cebolas de produtos após surto de bactéria E. Coli","Setor está em alerta após órgão sanitário dos EUA avisar que surto de E. coli, provavelmente relacionado às cebolas servidas nos Quarter Pounders do McDonald's Corp., deixou dezenas de doentes e um óbito",https://valor.globo.com/empresas/noticia/2024/10/24/taco-bell-pizza-hut-e-kfc-retiram-cebolas-apos-surto-de-bacteria-e-coli.ghtml,2024-10-24T20:04:46Z,"A Yum! Brands Inc. removeu cebolas frescas de algumas de suas lojas Taco Bell, Pizza Hut e KFC, enquanto o setor de restaurantes luta contra um surto de E. coli. A empresa está retirando o ingredient… [+1373 chars]",McDonald's Corp
WSB Atlanta,Stan Choe,Stock market today: Wall Street slumps to a rare 3-day losing streak,"U.S. stocks fell as more steam came out of Wall Street’s huge, record-breaking rally",https://www.wsbtv.com/news/stock-market-today/FCZV54F2DZFMLJ5GVUVLGY6C5Y/,2024-10-24T09:32:27Z,"NEW YORK — (AP) U.S. stocks fell Wednesday as more steam came out of Wall Street's huge, record-breaking rally.
The S&amp;P 500 sank 0.9% for its first three-day losing streak since early September.… [+4380 chars]",McDonald's Corp
WFTV Orlando,Stan Choe,Stock market today: Wall Street slumps to a rare 3-day losing streak,"U.S. stocks fell as more steam came out of Wall Street’s huge, record-breaking rally",https://www.wftv.com/news/stock-market-today/FCZV54F2DZFMLJ5GVUVLGY6C5Y/,2024-10-24T09:32:12Z,"NEW YORK — (AP) U.S. stocks fell Wednesday as more steam came out of Wall Street's huge, record-breaking rally.
The S&amp;P 500 sank 0.9% for its first three-day losing streak since early September.… [+4380 chars]",McDonald's Corp
Investing.com,Investing.com,"Nvidia, Enphase slide; Northern Trust gains among Wednesday's afternoon market cap stock movers","Nvidia, Enphase slide; Northern Trust gains among Wednesday's afternoon market cap stock movers",https://www.investing.com/news/stock-market-news/nvidia-enphase-slide-northern-trust-gains-among-wednesdays-afternoon-market-cap-stock-movers-93CH-3678425,2024-10-23T18:45:32Z,"Wednesday's market has seen notable movements among stocks, with some experiencing declines while others enjoy gains, reflecting the dynamic nature of intra-day trading. Mega-cap stocks like Nvidia C… [+3710 chars]",McDonald's Corp
CBS News,Aimee Picchi,Yelp disables reviews for the McDonald's location visited by Trump,"Yelp said it disabled comments after a rash of politicized reviews for the Feasterville, PA-based McDonald's visited by Donald Trump.",https://www.cbsnews.com/news/trump-mcdonalds-feasterville-pennsylvania-yelp-reviews/,2024-10-23T15:16:18Z,"A McDonald's location in Feasterville, Pennsylvania, that hosted former president Donald Trump on October 20 has had its Yelp reviews disabled after attracting a flurry of politicized comments.
Yelp… [+2830 chars]",McDonald's Corp
Investing.com,Investing.com,"Nvidia, McDonald's lead morning market cap stock movers on Wednesday","Nvidia, McDonald's lead morning market cap stock movers on Wednesday",https://www.investing.com/news/stock-market-news/nvidia-mcdonalds-lead-morning-market-cap-stock-movers-on-wednesday-93CH-3677946,2024-10-23T14:43:07Z,"Wednesday's market has seen notable fluctuations among various stocks, with movements largely driven by recent news and market reactions. Mega-cap stocks like McDonald's (NYSE:MCD) and Nvidia Corp (N… [+3347 chars]",McDonald's Corp
Yahoo Entertainment,Alexandra Canal,DJT stock extends gains after shares surge to highest level since July on bets Trump will win US election,"Trump Media & Technology Group stock hit its highest level since July, adding to its recent rally.",https://finance.yahoo.com/news/djt-stock-extends-gains-after-shares-surge-to-highest-level-since-july-on-bets-trump-will-win-us-election-120804459.html,2024-10-23T12:08:04Z,"Trump Media &amp; Technology Group stock (DJT) extended gains on Wednesday, rising another 2% in premarket trading as investors bet on former President Donald Trump's improved odds of winning the Nov… [+4751 chars]",McDonald's Corp
Biztoc.com,benzinga.com,McDonald's Stock Drops Over 6% In Pre-Market After CDC Links E. Coli Outbreak To Quarter Pounder,"McDonald’s Corp experienced a 6.15% drop in pre-market trading on Wednesday. This decline follows a report from the U.S. Centers for Disease Control and Prevention (CDC) linking an E. coli outbreak to McDonald’s Quarter Pounder burgers.
What Happened: The CDC…",https://biztoc.com/x/c7b1d4ec76b1e620,2024-10-23T10:17:26Z,McDonalds Corp experienced a 6.15% drop in pre-market trading on Wednesday. This decline follows a report from the U.S. Centers for Disease Control and Prevention (CDC) linking an E. coli outbreak to… [+145 chars],McDonald's Corp
The Times of India,AFP,David Warner offers to come out of retirement for India Test series,"David Warner offers to come out of retirement for Australia's home series against India, proposing himself as an opening partner for Usman Khawaja. Despite his readiness and recent form in limited-overs cricket, coach Andrew McDonald seems hesitant, reminding…",https://economictimes.indiatimes.com/news/sports/david-warner-offers-to-come-out-of-retirement-for-india-test-series/articleshow/114489321.cms,2024-10-23T04:21:19Z,"Test opening great David Warner has told Australian selectors he is available to come out of retirement and play in the home series against India.The 37-year-old batsman said he was ""dead serious"" ab… [+1524 chars]",McDonald's Corp
